Timestamp,MovingAverage
2023-11-26 23:01:31,19055.516666666666
2023-11-26 23:01:32,19054.566666666666
2023-11-26 23:01:33,19053.683333333334
2023-11-26 23:01:34,19053.38333333333
2023-11-26 23:01:35,19052.916666666668
2023-11-26 23:01:36,19053.1
2023-11-26 23:01:37,19053.383333333335
2023-11-26 23:01:38,19053.666666666668
2023-11-26 23:01:39,19053.033333333333
2023-11-26 23:01:40,19052.61666666667
2023-11-26 23:01:41,19052.816666666666
2023-11-26 23:01:42,19052.8
2023-11-26 23:01:43,19052.616666666665
2023-11-26 23:01:44,19053.05
2023-11-26 23:01:45,19053.383333333335
2023-11-26 23:01:46,19054.05
2023-11-26 23:01:47,19054.466666666667
2023-11-26 23:01:48,19054.433333333334
2023-11-26 23:01:49,19054.05
2023-11-26 23:01:50,19053.016666666666
2023-11-26 23:01:51,19052.2
2023-11-26 23:01:52,19051.316666666666
2023-11-26 23:01:53,19050.183333333334
2023-11-26 23:01:54,19048.966666666667
2023-11-26 23:01:55,19048.65
2023-11-26 23:01:56,19047.95
2023-11-26 23:01:57,19048.11666666667
2023-11-26 23:01:58,19048.11666666667
2023-11-26 23:01:59,19049.100000000002
2023-11-26 23:02:00,19049.95
2023-11-26 23:02:01,19050.766666666666
2023-11-26 23:02:02,19051.233333333334
2023-11-26 23:02:03,19052.05
2023-11-26 23:02:04,19052.383333333335
2023-11-26 23:02:05,19053.083333333332
2023-11-26 23:02:06,19052.85
2023-11-26 23:02:07,19052.216666666667
2023-11-26 23:02:08,19051.433333333334
2023-11-26 23:02:09,19050.75
2023-11-26 23:02:10,19050.083333333336
2023-11-26 23:02:11,19048.183333333334
2023-11-26 23:02:12,19046.850000000002
2023-11-26 23:02:13,19045.766666666666
2023-11-26 23:02:14,19044.566666666666
2023-11-26 23:02:15,19043.466666666667
2023-11-26 23:02:16,19042.38333333333
2023-11-26 23:02:17,19042.033333333333
2023-11-26 23:02:18,19042.283333333333
2023-11-26 23:02:19,19043.516666666666
2023-11-26 23:02:20,19045.316666666666
2023-11-26 23:02:21,19046.2
2023-11-26 23:02:22,19046.15
2023-11-26 23:02:23,19046.183333333334
2023-11-26 23:02:24,19046.8
2023-11-26 23:02:25,19047.2
2023-11-26 23:02:26,19047.35
2023-11-26 23:02:27,19047.716666666667
2023-11-26 23:02:28,19049.233333333334
